,HistGradientBoostingRegressor_train,HistGradientBoostingRegressor_test,HistGradientBoostingRegressor_val,KernelRidge_train,KernelRidge_test,KernelRidge_val,PLSRegression_train,PLSRegression_test,PLSRegression_val,RandomForestRegressor_train,RandomForestRegressor_test,RandomForestRegressor_val,XGBRegressor_train,XGBRegressor_test,XGBRegressor_val
2910,0.00028223103950129056,0.00030640662424898937,0.00044579618696442,0.00018335333394706722,9.2989773054597e-05,4.7958990900742736e-05,0.00032263458145570523,0.00016162837654651874,0.00022379235891378801,0.0005733277871854625,0.0002892087701435453,-0.0007172842019547377,0.0007817268371582032,4.7379732131958006e-05,0.0006986737251281738
2908,3.3718386859948877e-06,-1.5265064415292962e-06,-1.790970882155074e-05,0.00025705154099345815,0.0005036317328310447,-0.000237451895664198,0.0004656960654619513,0.00023873539807053312,0.0006817295166375859,0.0004895181092598122,0.0001669471920709431,0.00043431451044768644,0.00024970769882202146,-0.0003817141056060791,0.0006800651550292969
2906,1.3374485183459407e-06,6.283940606688354e-06,-1.5564633897480197e-05,0.008266604792781218,0.0041371858630722125,0.009633162920809313,0.0006584147411543117,0.00036921267989573623,0.0012975822677184223,0.0008292188942215617,-0.000564135031805102,-0.00016369769368254072,9.840130805969239e-05,5.9092044830322264e-05,-0.0003285467624664307
2905,0.00018271322313722082,0.001096184106514908,0.0005186980165190036,0.022498924968733826,0.017317148799902794,0.02324925943678189,0.0005062159227660956,0.0003698492345697746,0.00124796499735923,0.000328462695589582,-0.00027479840777054897,0.00012916050658404732,4.364252090454102e-05,0.0001776576042175293,-8.52346420288086e-07
2903,0.00011723592072350186,0.0002971714438265827,-0.00020314305457663773,0.007350334837846928,0.00600714391905578,0.00822888348133144,0.00017505939520298108,0.00016955259074630247,0.0006293951701973555,0.0002962546825098,0.00022073055462576985,0.00037987301762311133,0.0002951323986053467,0.0009087741374969483,1.0520219802856445e-05
2901,1.4891681847073457e-05,-4.157846198886706e-05,5.153722704709374e-06,0.0006213527279446019,0.0005122390254164056,0.0009146633209694887,3.6882603621446464e-05,2.94157967131059e-05,0.00027703470002709006,0.00034522070996118037,-0.0004499949072164,0.0003721938087950516,0.00016431212425231933,9.641647338867187e-05,0.0009130120277404785
2899,4.192712999278037e-05,0.0001689537706884292,0.00029337669563523906,0.0001343620818534008,0.00015874753067989243,0.0002562073161233025,1.3553791240239476e-06,-4.5926290481990153e-05,0.0002511846253918648,0.0007101146692201965,0.0004350147552292571,-0.0002001832363946132,0.0004539012908935547,0.0008039295673370362,9.285211563110351e-05
2897,0.00016801758557499769,0.00017231224363372099,-0.0005417645068883537,0.0002947396295831628,5.084734941371849e-05,0.0006222817261566704,-1.2162771034129882e-05,-9.27002384091935e-05,0.0002453462966700348,0.00031639779365439936,0.00011030587987658214,0.0001671813279035095,0.00012274980545043946,0.0008363962173461914,-0.00017256736755371093
2895,9.088629621911704e-06,-9.194189719005096e-05,-1.8922487941519518e-05,0.000514281790235227,0.0002845578764055001,0.0011279259633557581,-2.6846939841229656e-06,-2.64615389923506e-05,0.00013595810757661698,0.00042488850637901755,0.00045997116280618313,0.0005218582182393239,0.0004918992519378663,0.0009858310222625732,-0.00010190606117248535
2893,4.435510742458737e-05,0.0001267878145226553,-4.402134584303718e-05,0.0028219785628219806,0.0042933886213671005,0.004974797762886174,-5.727747210637623e-07,5.5260997773021184e-05,3.080129607475612e-05,0.0003381787725491803,4.506245261566288e-05,-0.0001521314428713505,0.00012105703353881836,0.0007245540618896484,0.0001336514949798584
2891,0.00023429504725925866,0.0005516098868293184,0.00048701061182517826,0.0026179433204430724,0.005126926017414024,0.004746535954860609,-4.043952731280776e-06,1.0980802922777588e-05,-1.2275475819722992e-06,0.0002053652831343955,-0.0002134923062986793,-7.14191504444961e-05,0.00028674006462097167,6.839632987976074e-05,0.0004858314990997314
2889,0.000508525808056537,0.000106305675703533,0.0009940858072760128,0.000719797180177495,-0.0007428553681036564,-0.00025777148273198325,9.46003606450807e-05,-9.251938101504376e-05,7.1731293421972705e-06,0.00031071674308938977,0.0005597465269134739,-9.318270615891189e-05,0.00018419623374938966,-0.00034017562866210936,0.0001598179340362549
2887,4.2083479296528556e-05,0.0001372229735539854,5.073748645392229e-05,0.00019402037621488733,-0.0003198180966670794,0.00017177911043873007,0.00016257318616811345,-0.00013791834169065708,-0.00010538643034747608,0.00036438909278231347,0.00025680875911299195,0.0003201077563146582,4.0131807327270505e-05,4.889965057373047e-05,-0.00013704299926757811
2885,2.6242603447301782e-05,0.00010288621231590023,4.926379488725541e-05,0.014558118354948735,0.01644537145416154,0.017800063134596544,0.00012722767575371608,-0.00014225394046237793,-0.00026118140497712885,0.0004595678559891847,-0.0005415203825324011,0.0006091809900655165,0.00048360228538513184,0.0003502428531646729,-4.2378902435302734e-05
2883,1.9852300319767036e-05,0.00015253630730387434,0.0001714118313035806,0.014676709729186544,0.015998707663611313,0.016213446512737484,0.00021972359698476662,-0.00015076212110342045,-0.00041275736302193167,0.0013920479332681479,0.0011910561855768664,0.0005797522410709189,0.0007254719734191894,0.0016166806221008302,0.00019946694374084473
2881,1.8396149400223825e-05,-5.250512020416043e-06,8.805055706189169e-05,0.0003465023371541531,-0.0003625857057687809,0.0006578874630211895,0.000456967119039009,-0.00010382262993159363,-0.0005270356266649845,0.0009516437079662099,0.0002600090342984362,0.0005448159521347807,6.489753723144531e-05,0.00010372400283813477,-0.00017176866531372071
2879,0.00015838031960790921,0.0003582374590225812,-0.0002654880701264406,0.000501525707060102,0.0003762362271769182,0.0005175180337607665,0.0004510611802700404,-3.048834451943039e-05,-0.0005172773274528031,0.0006168027129107356,-0.0004462353116210682,0.00023522600605565546,1.5473365783691408e-05,-0.00010986328125,-0.00014275908470153808
2878,4.4923264060958704e-05,0.00015274859141619634,0.0003134451055767151,0.0032157209012519616,0.0016558111341323345,0.0029949963050104446,0.000172423712257197,-6.459406626859731e-05,-0.00038331924921737316,0.0009760035318821414,0.0009805373544558792,-0.0005432758599758558,0.00010367631912231446,-0.0003558516502380371,-0.0004105091094970703
2876,3.245585290900799e-06,-6.047381071927482e-06,-4.278593567930145e-06,0.01192440334879814,0.008406214708734094,0.010911195905917336,-7.342020384426551e-06,-6.515292139184226e-05,-0.0001607687641786648,0.0006105773552148253,-6.986239591032506e-05,0.0005505498986404178,0.00016297101974487304,0.0011040031909942626,-5.364418029785156e-05
2874,0.0001526705265121442,0.0002233263530793006,0.0004760374509380605,0.010032615512642729,0.006204616346065328,0.009139798693502366,-9.447809264317986e-06,-1.1786044235606586e-05,-2.206823250205936e-05,0.0020354653371810415,0.0009046557183270299,0.00021406351841700698,0.0003714561462402344,0.00016760826110839844,-0.000438767671585083
2872,0.0011497286605784197,0.002365806382082536,0.0052975864297142294,0.003041264317362202,0.0009551395860578516,0.002810846072153117,-3.357564365559229e-05,-3.243972219820757e-05,-6.363258494868074e-05,0.0017747544774807445,0.00031116903185356425,0.0017562791900838648,0.001791483163833618,0.0011715352535247802,0.002709698677062988
2870,0.00022148437057405433,0.0014285292993432507,0.002611713269404381,0.0007640980163425515,0.0005944267804070091,0.00046253512119495135,-6.504107962135297e-05,-5.9630668599608414e-05,-0.00013771724318257795,0.0013632850690668441,-0.0006020675606021487,8.34289849412917e-05,0.0016522109508514404,-0.0020799696445465087,0.003422456979751587
2868,3.1298966871151634e-05,2.5548926105922744e-05,0.0003092752576714486,0.0019115211257099251,0.0006196530095980868,0.0025024655263370943,4.5796788800522845e-05,3.5128464034284156e-05,0.00010147448065902508,0.0005599186034392801,0.0006267409531456325,-0.00010872027382023975,0.00032776594161987305,0.00046600699424743653,0.0010901093482971191
2866,0.0002577258347770117,-0.00012397878886456494,0.0006934541218715951,0.009979132427100912,0.0045884270071753774,0.01291086025900331,0.00041865474267988034,0.00024193451086924612,0.0008848918247568727,0.00043468516530713596,-0.0004681289222485119,0.00015218779645379544,0.0002355813980102539,0.0010693132877349853,-9.67264175415039e-05
2864,0.0009670194837759106,-0.000794312518034046,0.0010464965656060033,0.018841955528035803,0.01142287301681889,0.022157511500424453,0.0010074552090527434,0.0005003307372215438,0.002036969132162203,0.0007564552690885295,-0.00039852769182794343,0.0002372823427236437,0.0009391963481903076,0.0007238984107971191,0.0035157620906829832
2862,0.00013560675843914404,-0.0005117224636780326,0.0003828017526814831,0.006365006798746442,0.0032832955729885428,0.00680014904660986,0.0011284059357958842,0.000624744761072682,0.0023146316578967264,0.0006052159700053794,5.3348808026398854e-05,0.0005638979981627768,8.936524391174316e-05,8.539557456970215e-05,0.0001925051212310791
2860,5.6729409223765793e-05,-0.0001757479119456784,-0.00025194922788457363,0.003982946365036965,0.0017631841132044524,0.0024443469399362703,0.0004158317776216891,0.00043969998560037247,0.0008119625888008741,0.000966255640711422,0.0007580114692592787,0.0008335595858770084,0.0015546739101409911,0.00017296671867370606,0.0020991504192352296
2858,0.007514565472210933,0.007456834448523797,0.0011044639652025069,0.009633667267844748,0.005215476670674646,0.007574152522761645,-0.00017579915249165133,0.00016519483683560265,-0.001223491517464148,0.0019128141298765055,0.0007737914046390792,0.00040241804590168684,0.0028716444969177244,0.004186218976974488,-0.00022112131118774415
2856,0.00013697512337463859,0.00047548096259616426,0.0009753735928438422,0.006075524447143488,0.009776501411420235,0.0029645088132202236,-8.162587902682539e-05,6.485736467209957e-05,-0.002592232385921478,0.001107926335474263,0.0004804771106811101,0.00023402538919314875,0.00044676065444946287,0.0010415852069854737,0.0009728372097015381
2854,0.00032341150169415964,0.0007511578578079936,0.0009422437236814907,0.01763976264003596,0.023682321598030787,0.012808669890099034,0.00028346562647332265,9.245856615179849e-05,-0.003029467201444258,0.0010695528566305624,0.0012655837318906959,0.0015247338935846845,3.1274557113647464e-05,3.37064266204834e-05,-1.0991096496582032e-05
2852,3.790541061057251e-05,0.00020403474036128076,0.00017415911648733796,0.0035815430224286904,0.005118305285839897,0.002382297854648141,0.0002617534796185983,-0.00014295420224688104,-0.0026406570820933562,0.0012124814957913288,0.0006166638963517879,-0.00010166867597760643,0.0,0.0,0.0
2851,0.0001193600562239494,0.00018296184284819495,1.0732200405183523e-05,0.003010006507655161,0.0029688073177506326,0.0023050679301990008,1.0031836521817715e-06,-0.00033671746950718616,-0.0016061668654578586,0.0005486476242107519,0.00033173863115253387,0.0003235380830121981,0.000231015682220459,-4.627108573913574e-05,0.0006883919239044189
2849,1.9996749702855253e-05,3.672110352466173e-05,6.61309219898043e-05,0.007305863283883618,0.004312489227929317,0.0076868814753481285,-3.671762762602615e-05,-0.0001433049494078964,-0.000450765428263622,0.00225415811459172,0.0006450853156535153,0.0011565932529710831,0.00015438795089721679,0.0002281010150909424,8.08119773864746e-05
2847,5.8274393877344455e-05,0.00011949449698847036,0.0002837655725880572,0.0076573975208207076,0.0035959603703320077,0.007837314206414304,5.67191424205582e-06,3.119232331487698e-05,7.743833763144137e-05,0.0005926339647831736,5.399077415362275e-05,0.0008117952171140752,0.0005522012710571289,0.0004572749137878418,0.000131303071975708
2845,9.816864153769922e-05,-0.00028142070386331095,0.000634449463731579,0.0011774512146430771,0.0005659950466839648,0.0018786034106853978,-1.6528543798333127e-05,8.439372598856298e-05,0.00010125935489444516,0.0006934884730635971,-0.0002281747223537578,0.0003029915101831482,0.00020900964736938476,0.0001777529716491699,0.0007916867733001709
2843,4.557073017472657e-05,2.1982543260945507e-05,-1.9089386372872498e-05,0.0001410679998339104,-0.0004159781960767717,0.0003556555031272501,-7.015183853705808e-05,6.107200783059819e-05,-0.0001702850086271024,0.0022976103010161507,0.0004906055103442331,0.0009319572857559467,0.00011115670204162598,-0.00011155605316162109,0.00038586854934692384
2841,0.00012533868282710303,-0.00016741163008918703,-8.810891068469217e-05,0.004619876801594891,0.004993702172376158,0.003279071036191972,-6.706689449832437e-05,-5.623584519383051e-05,-0.00041804293853073824,0.0014711371524044781,0.0013153387038436603,0.0011953828216294427,0.00012106895446777344,0.0002539634704589844,0.0002529025077819824
2839,0.0005685002881442913,0.0015193168429782134,0.000888322494554794,0.000524376717184194,0.000342192617974757,0.0006762038559935512,-3.577176290566753e-05,-0.00010298745092900408,-0.00029354639575926986,0.00156777708571757,0.0012395075041713222,0.0016936842717313106,0.00014519691467285156,-0.0005524337291717529,-0.0001963973045349121
2837,0.00017321526317013448,-8.212270637627527e-05,7.830736652082448e-05,0.0010415162686257973,-0.00035634501258542396,0.0010204949950851528,-2.9082379557621163e-05,-0.00011552900573426061,-0.00023974240438412453,0.0006655432197697486,0.0006305910555568728,-0.0003185456920057228,0.0001612544059753418,-0.0005124092102050781,-3.310441970825195e-05
2835,5.2619723045110864e-05,-0.0001244103754707182,0.00016052685640070009,0.006565472049970855,0.0076245883708932925,0.006842306726364855,-3.4730419510797805e-05,-0.00018058225234960368,-0.0003594630524897391,0.0008747452714147674,6.299131510779654e-05,5.9848114329308363e-05,0.0004269242286682129,0.0007756590843200683,-0.0007028460502624511
2833,1.2245735141291902e-05,1.5068685978825157e-05,-2.7789085434459794e-05,0.009757573893498295,0.011603559229015492,0.009763054940317517,2.0431785330732312e-06,-0.0001363369226126565,-0.0003189163412025131,0.0008177555786451074,0.0004461549803449594,4.1933888603606916e-05,0.00014539361000061036,6.162524223327637e-05,0.0005084097385406495
2831,2.9177797111268334e-05,4.6192693989155484e-05,9.08738036728085e-05,0.0006377213163683004,0.0008120934022501691,0.0006671231332329608,0.00010876229075643674,-5.1581542772272114e-05,-0.00014169181373639982,0.00045125210539844753,-0.00011496893969005217,0.0003530892247249562,0.00014122724533081055,-0.00013634562492370605,-9.530782699584961e-05
2829,9.085227162742848e-05,-0.00014729288527079998,2.3755032786387797e-05,0.0006830464045689654,0.0005399105951464312,0.0011662590487387936,0.0002777682584193308,2.4427109883207176e-05,4.592579156856846e-05,0.0007735045181592626,-2.8329442471819454e-05,-0.0002762060624177942,0.0001263856887817383,7.078051567077637e-05,0.0009117364883422851
2827,4.985264761608876e-05,-0.00027317057394130593,-8.833720019392199e-05,0.0019928416185328035,0.0013898078343202557,0.00041896840022075387,0.0004923609987803945,0.00016135537280934643,0.0002337804003014532,0.0007645307376357602,-0.00018596638646427576,0.00032213595684581485,5.536675453186035e-05,0.0001344442367553711,-0.0004198193550109863
2825,0.0020364424084937105,0.000901803043008742,0.0014039107112341132,0.012057842815809006,0.009290906976239766,0.006161193267366439,0.0005986647551377789,0.00026676501813240885,0.0002772984928975708,0.001211548475951263,0.000608783156588455,0.00017489093695002289,0.0012286007404327393,-0.000877159833908081,0.001318734884262085
2824,0.00020673858137377766,0.0006769352450268884,0.0006651433929237615,0.004027768393102649,0.0023331062915814106,-2.3206696486932633e-05,0.0004797859858137188,0.00030173876431496274,0.00015341836549322973,0.0004728938801432991,0.0003687911011174827,0.0001323888837938214,0.0016479849815368651,-0.0002717256546020508,-0.0005717158317565918
2822,6.450826313298963e-05,0.00022232732020267544,0.00018885630767220273,0.0005868047271009313,0.0003311890362176051,-0.00036047013744445745,0.000274829885617478,0.00029600467298713796,2.4741673131689622e-05,0.0019531327892124304,-0.000425694222140971,0.00014844834786985616,0.0003904104232788086,0.0008756875991821289,0.0024096131324768066
2820,9.318989687400192e-05,0.0003442570049050686,0.00021114040698031467,0.001176824973049162,0.002353189817936796,0.0007356951193780326,9.510444918066074e-05,0.00017883194160737138,-5.4447302507165675e-05,0.0009207999244865261,0.0005688114700590164,0.00022702083825851816,5.183219909667969e-05,-4.965662956237793e-05,2.639293670654297e-05
2818,4.153347173377897e-05,9.405819862795538e-06,-0.00018356164339030644,0.00010153294938264334,0.0004202396169940781,0.00016550044030373413,5.420433644698353e-06,2.8491428537791297e-05,-2.867424623060888e-05,0.00026793198658175976,-0.00017795823097581652,0.00040045569334893336,0.0002545297145843506,0.0006279230117797851,-0.0004570484161376953
2816,0.00011768675908003789,0.0003100941671389856,0.00039802145727165785,0.00040409980639664054,-0.0008508905389724263,-3.151418422269181e-05,6.9302085619171725e-06,-2.8416409969089783e-06,2.7721941330838274e-05,0.00028562806077825353,-0.00015515975725742813,-4.5738474911616314e-05,0.00022401809692382813,-0.0005829215049743652,-0.00011718273162841797
2814,1.5719028729899166e-05,1.468138751559156e-05,-0.00011169166578997025,0.00032203129407587516,0.00042026942912019025,0.00019892192892504435,1.4099252396126971e-05,2.009654429172558e-05,3.1652261542158835e-05,0.0005310476132940556,-0.0005074598446164647,-0.0009048173403849114,0.0004428982734680176,-0.0005846619606018066,2.700090408325195e-06
2812,0.00022257614586563835,-5.554998113732612e-05,-0.0007614622747734168,0.00044150783997967127,-0.0005416257945423109,-0.00014111514208138277,-5.492576819188244e-06,-1.4963354712005383e-05,-1.2924492915034058e-05,0.0002935444516846242,4.034030935258226e-05,1.6589674663991526e-05,0.00017859935760498047,-0.0001529395580291748,-4.118680953979492e-06
2810,0.00024239308554847573,-0.0013797211223052109,-0.00014011717324123872,0.00013763455039059736,0.000588636757858374,0.0003772383531278845,-2.6760116172430682e-05,-0.00016533374198810514,-9.596811866832144e-05,0.0005260290318423677,0.00040210612251277976,0.0004652988653784607,0.0004171609878540039,4.172325134277344e-07,0.0008993864059448243
2808,0.0002443613286352564,0.00030194550494322403,0.0009101722452648064,0.000210224908256329,-0.0016711488976149825,-0.00021492382527280585,9.790872662729377e-06,-0.0003159083972020138,-0.00010780982405055317,0.0006188224998875724,0.0006186595247267169,0.00025830822075509905,0.0001148521900177002,0.0003785669803619385,0.00025747418403625487
