,rmse_test_PLSRegression'>_random_0,rmse_val_PLSRegression'>_random_0,sample_sel_PLSRegression'>_random_0,rmse_full_PLSRegression'>_random_0,rmse_test_PLSRegression'>_gsx_0,rmse_val_PLSRegression'>_gsx_0,sample_sel_PLSRegression'>_gsx_0,rmse_full_PLSRegression'>_gsx_0,rmse_test_PLSRegression'>_gsy_0,rmse_val_PLSRegression'>_gsy_0,sample_sel_PLSRegression'>_gsy_0,rmse_full_PLSRegression'>_gsy_0,rmse_test_PLSRegression'>_uncertainty_0,rmse_val_PLSRegression'>_uncertainty_0,sample_sel_PLSRegression'>_uncertainty_0,rmse_full_PLSRegression'>_uncertainty_0,rmse_test_PLSRegression'>_random_1,rmse_val_PLSRegression'>_random_1,sample_sel_PLSRegression'>_random_1,rmse_full_PLSRegression'>_random_1,rmse_test_PLSRegression'>_gsx_1,rmse_val_PLSRegression'>_gsx_1,sample_sel_PLSRegression'>_gsx_1,rmse_full_PLSRegression'>_gsx_1,rmse_test_PLSRegression'>_gsy_1,rmse_val_PLSRegression'>_gsy_1,sample_sel_PLSRegression'>_gsy_1,rmse_full_PLSRegression'>_gsy_1,rmse_test_PLSRegression'>_uncertainty_1,rmse_val_PLSRegression'>_uncertainty_1,sample_sel_PLSRegression'>_uncertainty_1,rmse_full_PLSRegression'>_uncertainty_1
0,237.38357982320406,220.6313866514328,417.0,103.19607265168946,218.65823707254324,216.7187307193702,771.0,103.19607265168946,252.89568963919874,243.63667681037268,787.0,103.19607265168946,188.55421438906822,169.2344493294081,1153.0,103.19607265168946,328.05760533190465,316.9698817397618,1046.0,102.50546268170915,297.5957836784557,292.5881557893601,768.0,102.50546268170915,289.6546887009912,284.3160191048818,771.0,102.50546268170915,303.91399128983613,304.61224934205586,922.0,102.50546268170915
1,236.7840840578311,221.97888808176444,1258.0,103.19607265168946,215.3457590259189,210.7163801219468,770.0,103.19607265168946,224.85734529724823,222.49805007872652,771.0,103.19607265168946,196.05953100114914,174.08730459259425,101.0,103.19607265168946,277.012030817767,269.6181662465985,729.0,102.50546268170915,301.9564718670069,297.35641308622604,771.0,102.50546268170915,261.8821564208908,258.56839552725774,1121.0,102.50546268170915,304.29026620059255,303.4317061306076,848.0,102.50546268170915
