,rmse_test_KernelRidge'>_random_0,rmse_val_KernelRidge'>_random_0,sample_sel_KernelRidge'>_random_0,rmse_full_KernelRidge'>_random_0,rmse_test_KernelRidge'>_gsx_0,rmse_val_KernelRidge'>_gsx_0,sample_sel_KernelRidge'>_gsx_0,rmse_full_KernelRidge'>_gsx_0,rmse_test_KernelRidge'>_gsy_0,rmse_val_KernelRidge'>_gsy_0,sample_sel_KernelRidge'>_gsy_0,rmse_full_KernelRidge'>_gsy_0,rmse_test_KernelRidge'>_uncertainty_0,rmse_val_KernelRidge'>_uncertainty_0,sample_sel_KernelRidge'>_uncertainty_0,rmse_full_KernelRidge'>_uncertainty_0,rmse_test_KernelRidge'>_random_1,rmse_val_KernelRidge'>_random_1,sample_sel_KernelRidge'>_random_1,rmse_full_KernelRidge'>_random_1,rmse_test_KernelRidge'>_gsx_1,rmse_val_KernelRidge'>_gsx_1,sample_sel_KernelRidge'>_gsx_1,rmse_full_KernelRidge'>_gsx_1,rmse_test_KernelRidge'>_gsy_1,rmse_val_KernelRidge'>_gsy_1,sample_sel_KernelRidge'>_gsy_1,rmse_full_KernelRidge'>_gsy_1,rmse_test_KernelRidge'>_uncertainty_1,rmse_val_KernelRidge'>_uncertainty_1,sample_sel_KernelRidge'>_uncertainty_1,rmse_full_KernelRidge'>_uncertainty_1
0,196.5352253654282,237.8654234384595,653.0,85.95159560857674,206.34515512920316,212.89229740067694,771.0,85.95159560857674,206.34515512920316,212.89229740067694,771.0,85.95159560857674,206.34515512920316,212.89229740067694,771.0,85.95159560857674,248.37119656444875,236.47398279364583,417.0,89.93973921268605,241.83714069704217,244.2191808412607,771.0,89.93973921268605,230.65865597269226,223.92612565066182,188.0,89.93973921268605,242.08770787462794,220.84849195316386,724.0,89.93973921268605
1,195.24982209765173,234.9912585510215,1153.0,85.95159560857674,205.5107116829391,210.9906032199154,787.0,85.95159560857674,211.09524240419182,214.76097352680839,388.0,85.95159560857674,201.49160366867568,215.6483489338593,1170.0,85.95159560857674,227.8280257434079,215.52197865821896,1258.0,89.93973921268605,239.7519461021822,243.22149049320282,770.0,89.93973921268605,233.29572337380083,214.2597708400069,1161.0,89.93973921268605,241.50918702666178,223.55255701336225,847.0,89.93973921268605
