,rmse_test_XGBRegressor'>_random_0,rmse_val_XGBRegressor'>_random_0,sample_sel_XGBRegressor'>_random_0,rmse_full_XGBRegressor'>_random_0,rmse_test_XGBRegressor'>_gsx_0,rmse_val_XGBRegressor'>_gsx_0,sample_sel_XGBRegressor'>_gsx_0,rmse_full_XGBRegressor'>_gsx_0,rmse_test_XGBRegressor'>_gsy_0,rmse_val_XGBRegressor'>_gsy_0,sample_sel_XGBRegressor'>_gsy_0,rmse_full_XGBRegressor'>_gsy_0,rmse_test_XGBRegressor'>_uncertainty_0,rmse_val_XGBRegressor'>_uncertainty_0,sample_sel_XGBRegressor'>_uncertainty_0,rmse_full_XGBRegressor'>_uncertainty_0,rmse_test_XGBRegressor'>_random_1,rmse_val_XGBRegressor'>_random_1,sample_sel_XGBRegressor'>_random_1,rmse_full_XGBRegressor'>_random_1,rmse_test_XGBRegressor'>_gsx_1,rmse_val_XGBRegressor'>_gsx_1,sample_sel_XGBRegressor'>_gsx_1,rmse_full_XGBRegressor'>_gsx_1,rmse_test_XGBRegressor'>_gsy_1,rmse_val_XGBRegressor'>_gsy_1,sample_sel_XGBRegressor'>_gsy_1,rmse_full_XGBRegressor'>_gsy_1,rmse_test_XGBRegressor'>_uncertainty_1,rmse_val_XGBRegressor'>_uncertainty_1,sample_sel_XGBRegressor'>_uncertainty_1,rmse_full_XGBRegressor'>_uncertainty_1
0,220.7227920026397,225.23554466101206,261.0,95.35573049167252,218.72428202534618,224.42648566508757,768.0,95.35573049167252,214.8023095800095,224.37387741433488,975.0,95.35573049167252,209.98235561635192,231.41217487200373,1089.0,95.35573049167252,233.89233368898468,229.373987356879,466.0,83.8931193895681,226.44522150449617,217.4728271236841,770.0,83.8931193895681,240.68792406521936,231.53936307175974,951.0,83.8931193895681,249.94962506586808,249.95905841020803,1229.0,83.8931193895681
1,215.8670785378552,219.7771235277998,487.0,95.35573049167252,214.15278598198842,218.68820202395554,770.0,95.35573049167252,211.5166858518728,222.5975496968215,1087.0,95.35573049167252,238.21560435366777,233.75013699172476,386.0,95.35573049167252,205.0725065199844,208.04608423937594,706.0,83.8931193895681,211.4201460404189,205.9046881942649,767.0,83.8931193895681,246.03404224636384,237.6203275911082,383.0,83.8931193895681,239.98800683310358,238.61793398797735,915.0,83.8931193895681
